ScanSourceItemNumber,ManufacturerItemNumber,Manufacturer,ItemStatus,PlantMaterialStatusValidfrom,ItemImage,ReboxItem,BStockItem,CatalogName,BusinessUnit,CategoryPath,ProductFamilyImage,ProductFamilyDescription,ProductFamilyHeadline,Description,ProductFamily
PAN-FZG1U1127VM,FZ-G1U1127VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Infrared Webcam, 8MP Rear Cam, 2D Barcode   LED (EA11), Long Life Battery, Rotating Hand Strap, Tall Corner Guards,  Bump Out",Panasonic Toughpad FZ-G1
PAN-FZG1U1099VM,FZ-G1U1099VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Bridge Battery, Infrared Webcam, 8MP Rear  Cam, 2D Barcode LED (EA11), Standard Battery, Rotating Hand Strap, Tall  Corner Guards, Bump Out",Panasonic Toughpad FZ-G1
PAN-FZG1U1096VM,FZ-G1U1096VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Bridge Battery, Infrared Webcam, 8MP Rear   Cam, Standard Battery, Rotating Hand Strap, Tall Corner Guards, Bump Out",Panasonic Toughpad FZ-G1
PAN-FZG1U107VM,FZ-G1U1-07VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"WIN10 PRO, VPRO, INTEL CORE I5-7300U 2.60GHZ, 10.1"" WUXGA 10-PT GLOVED MULTI TOUCH+DIGITIZER, 256GB SSD, 8GB, INTEL WI-FI, TPM 2.0, BLUETOOTH, DUAL PASS (CH1:WWAN/CH2:NONE), 4G LTE MULTI CARRIER (EM7455), INFRARED WEBCAM, 8MP REAR CAM, STANDARD BATTERY, FLAT , FZ-SVCTPNF3YR - PROTECTION PLUS WARRANTY - TABLET PC (YEARS 1, 2 &3), CF-SVCPDEP3Y - TOUGHBOOK AND TOUGHPAD PREMIER DEPLOYMENT - INCLUDES IMAGING, CUSTOMER PORTAL ACCESS, MULTILOCATION SHIPPING AND DISK IMAGE MANAGEMENT AT THE PANASONIC NATIONAL SERVICE CENTER - YEARS 1,2,3), FZ-SVC256SSD3Y -256GB SSD - TOUGHPAD NO RETURN OF DEFECTIVE DRIVE (YEARS 1,2, 3)",Panasonic Toughpad FZ-G1
PAN-G1U1068VM,FZ-G1U1068VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Infrared Webcam, 8MP Rear Cam, Standard Battery, Rotating Hand Strap, Tall Corner Guards, Flat",Panasonic Toughpad FZ-G1
PAN-FZG1U1065VM,FZ-G1U1065VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"WIN10 PRO, INTEL CORE I5-7300U 2.60GHZ, VPRO, 10.1"" WUXGA 10-PT GLOVED MULTI TOUCH+DIGITIZER, 256GB SSD, 8GB, INTEL WI-FI, TPM 2.0, BLUETOOTH, DUAL PASS (CH1:NONE/CH2:NONE), INFRARED WEBCAM, 8MP REAR CAM, SERIAL DONGLE, STANDARD BATTERY, FLAT",Panasonic Toughpad FZ-G1
PAN-FZG1U1064VM,FZ-G1U1064VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"WIN10 PRO, INTEL CORE I5-7300U 2.60GHZ, VPRO, 10.1"" WUXGA 10-PT GLOVED MULTI TOUCH+DIGITIZER, 256GB SSD, 8GB, INTEL WI-FI, TPM 2.0, BLUETOOTH, DUAL PASS (CH1:NONE/CH2:NONE), INFRARED WEBCAM, 8MP REAR CAM, 2D BARCODE  LED (EA11), STANDARD BATTERY, FLAT",Panasonic Toughpad FZ-G1
PAN-FZG1U1063VM,FZ-G1U1063VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Infrared Webcam, 8MP Rear Cam, 2D Barcode   Laser (EA21), Standard Battery, Flat",Panasonic Toughpad FZ-G1
PAN-FZG1U1061VM,FZ-G1U1061VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, Intel Core i5-7300U 2.60GHz, vPro, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:none/Ch2:none), Infrared Webcam, 8MP Rear Cam, Standard Battery, Flat",Panasonic Toughpad FZ-G1
PAN-FZG1U102VM,FZ-G1U1-02VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"ENERGY TEAM BUNDLES, WIN10 PRO, INTEL CORE I5-7300U 2.60GHZ, VPRO, 10.1""  WUXGA 10-PT GLOVED MULTI TOUCH+DIGITIZER, 256GB SSD, 8GB, INTEL WI-FI, TPM 2.0, BLUETOOTH, DUAL PASS (CH1:WWAN/CH2:NONE), BRIDGE BATTERY, 4G LTE-ADVANCED MULTI CARRIER (EM7455), INFRARED WEBCAM, 8MP REAR CAM, 2D BARCODE LASER (EA21), ROTATING HAND STRAP, TALL CORNER GUARDS, BUMP OUT,  STANDARD BATTERY, FZ-SVCTPNF3YR - PROTECTION PLUS WARRANTY - TABLET PC (YEARS 1, 2, 3), CF-SVCPDEP3Y - TOUGHBOOK AND TOUGHPAD PREMIER DEPLOYMENT - INCLUDES IMAGING, CUSTOMER PORTAL ACCESS, MULTILOCATION SHIPPING AND DISK IMAGE MANAGEMENT AT THE PANASONIC NATIONAL SERVICE CENTER - YEARS 1,2,3)",Panasonic Toughpad FZ-G1
PAN-FZG1U100VM,FZ-G1U1-00VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Public Sector Specific, Win10 Pro, vPro, Intel Core i5-7300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel Wi-Fi, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:none), 4G LTE Multi Carrier (EM7455), Infrared Webcam, 8MP Rear Cam, 2D Barcode LED (EA11), Standard Battery, Rotating Hand Strap, Tall Corner Guards, Flat, CF- SVCPDEP3Y - Toughbook and Toughpad Premier Deployment - Includes Imaging, Customer Portal Access, Multilocation Shipping And Disk Image Management At The Panasonic National Service Center - Years 1,2, & 3), FZ-SVC256SSD3Y - 256GG SSD - Toughpad No Return Of Defective Drive (Years 1,2, 3), FZ-SVCTPNF3YR - Protection Plus Warranty - Tablet PC (Years 1, 2, 3)",Panasonic Toughpad FZ-G1
PAN-FZ-G1P5435VM,FZ-G1P5435VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Bridge Battery, Webcam, 8MP Cam, 2D Bar Laser (EA21), Rotating Hand Strap, Tall Corner Guards, Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZ-G1P5434VM,FZ-G1P5434VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, Serial Dongle,  Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZG1P508VM,FZ-G1P508VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"USB, Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz,",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2177VM,FZ-G1P2177VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, 2D Bar LED (EA11), Long Life Battery, Rotating Hand Strap, Tall Corner Guards, Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2173VM,FZ-G1P2173VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Magstripe - No HDMI/USB/Headset  Ports, Webcam, 8MP Cam, 2nd USB, Rotating Hand Strap, Tall Corner Guards, Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZG1P2146VM,FZ-G1P2146VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Bridge Battery, Webcam, 8MP Cam, Rotating Hand Strap, Tall Corner Guards, Toughbook Preferred, Bump Out",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2118VM,FZ-G1P2118VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, Rotating Hand Strap, Tall Corner Guards, Toughbook",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2117VM,FZ-G1P2117VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, 2nd USB, Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2113VM,FZ-G1P2113VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, 2D Bar Laser (EA21), Toughbook Preferred",Panasonic Toughpad FZ-G1
PAN-FZ-G1P2112VM,FZ-G1P2112VM,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughpad FZ-G1,http://s7d5.scene7.com/is/image/ScanSource/panasonic-toughpadfzg1,"The 10.1-inch FZ-G1 pairs the field-tested, fully-rugged chassis of the original with the latest, fourth-generation Intel® Core™ i5 vPro™ and host of new features, like a glove-sensitive touch screen; a 20-hour, hot-swappable battery; integrated RFID; and much more. If you want a Windows®-ready, rugged tablet look no further.  Engineered to withstand the hard knocks, drops and spills of real life on the road, the FZ-G1 is built to operate flawlessly in every environment — from intense heat and sunlight, to pouring rain and freezing temperatures. Running Windows 8, the FZ-G1 integrates seamlessly and securely with enterprise platforms.",Panasonic Toughpad FZ-G1 Rugged Tablet,"Win10 Pro, vPro, Intel Core i5-6300U 2.40GHz, 10.1"" WUXGA 10-pt Gloved Multi Touch+Digitizer, 256GB SSD, 8GB, Intel WiFi a/b/g/n/ac, TPM 2.0, Bluetooth, Dual Pass (Ch1:WWAN/Ch2:GPS), Webcam, 8MP Cam, GPS, Toughbook  Preferred",Panasonic Toughpad FZ-G1
PAN-FZG1MSR,FZ-G1-MSR,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,"MagTek 3-track MagneSafe!"" Encryption, Magstripe for G1 for FZ-G1 Mk1, Mk2",Panasonic Toughpad Accessories
